;question
3576;on peut conduire NOM_DE_MEDICAMENT
3577;iec toux
3578;patch NOM_DE_MEDICAMENT marche suite
3579;NOM_DE_MEDICAMENT possible si grossesse
3580;je prends poids sous NOM_DE_MEDICAMENT normal
3581;info NOM_DE_MEDICAMENT gé
3582;enchaîné 3 plaquettes pilules avoir règles après les 21 jours comprimés 3ème plaquette décidé enchaîner plaquettes cette fois ci arrêté prise lundi depuis hier soir mercredi pertes marrons vraiment abondantes mal ventre comme si règles normal
3583;ordonnance NOM_DE_MEDICAMENT voie vaginale faut refuser délivrance
3584;NOM_DE_MEDICAMENT quand enceinte
3585;allergie NOM_DE_MEDICAMENT bailleul
3586;je arrête prendre poids depuis prends NOM_DE_MEDICAMENT dois faire
3587;possible avoir neuro typique atypique meme temps
3588;ami veut suicider médicament NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT pouvez dire si risque vraiment quelque chose NOM_DE_MEDICAMENT prendre médoc
3589;peut passer NOM_DE_MEDICAMENT mercilon
3590;commencer mercilon dehors règles
3591;NOM_DE_MEDICAMENT sans ordonnance
3592;est NOM_DE_MEDICAMENT photosensibilisante
3593;les baisses tension malaises elles conséquence NOM_DE_MEDICAMENT
3594;quel efficacité mois NOM_DE_MEDICAMENT
3595;quels les effets séropam
3596;action lexomyl rapide
3597;quel générique NOM_DE_MEDICAMENT
3598;prends générique mercilon perdu mal cheveux perte cheveux peut être due pilule
3599;NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT pendant grossesse
3600;NOM_DE_MEDICAMENT peut être délivré prescription hospitalière
3601;savez si NOM_DE_MEDICAMENT pilule microdosée
3602;souvent dépressive crises NOM_DE_MEDICAMENT jour veille règles comment peux faire remédier
3603;dt polio oublie NOM_DE_MEDICAMENT probleme help
3604;entamer nouvelle plaquette NOM_DE_MEDICAMENT gé oubliant totalement les 7 jours sans disais vu pris seul comprimé plaquette peux quand meme faire arret 7 jours cas ca modifierai juste reprise journée non
3605;NOM_DE_MEDICAMENT quelle dose
3606;voudrais savoir si celles prennent monéva plaques rouges ventre ds dos
3607;prends NOM_DE_MEDICAMENT depuis prends poussée acné autres cas faut attendre plus longtemps cette pillule fasse effet acné
3608;j aimerais grandir existe traitements ça
3609;traitement NOM_DE_MEDICAMENT 300 gélules donc aimerais savoir si médicament ferai quand effet si ouvre mets poudre NOM_DE_MEDICAMENT ensuite avaler
3610;est peut faire hamman après NOM_DE_MEDICAMENT
3611;quelqu sait si NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT peuvent être responsables très grande lassitude perte motivation libido
3612;quelle alternative NOM_DE_MEDICAMENT 1 crème
3613;risque périactine
3614;fils NOM_DE_MEDICAMENT très vite diagnostiqué asthmatique allergique acariens seulement voilà juillet NOM_DE_MEDICAMENT première injection NOM_DE_MEDICAMENT 1 mois plus tard toux rhume fièvre etc depuis moment là tout les mois sans exception période mois chaque fois malade alors pose réels questions sujet NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT rapport si autres personnes situation
3615;je prend NOM_DE_MEDICAMENT 3 fois jour réveille quand arrive dormir toujours pleine crise angoisse ne plus judicieux prendre NOM_DE_MEDICAMENT soir NOM_DE_MEDICAMENT durée vie plus longue
3616;quand décide arrêter traitement NOM_DE_MEDICAMENT injection NOM_DE_MEDICAMENT effets secondaires restent
3617;NOM_DE_MEDICAMENT quelles effets secondaires
3618;samedi dernier fini plaquette effiprev normalement aujourd hui tjr règles dois faire
3619;NOM_DE_MEDICAMENT imao
3620;comment faire avoir soucis durant sevrage cet ordre hallucinations voix exemple autres
3621;NOM_DE_MEDICAMENT muscarius efficace contre maladie raynaud
3622;pris NOM_DE_MEDICAMENT 35 durant 10 ans certaines entres elles problemes concevoir apres cette pillule merci
3623;prends pilule NOM_DE_MEDICAMENT les prises nimporte quel ordre peut avoir conséquences
3624;NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT annulation effets
3625;cela fait semaine donne fille 3 ans NOM_DE_MEDICAMENT carbonica 9ch NOM_DE_MEDICAMENT muriacum 5ch 3 granules 2 fois jours plus grande 6 ans donne NOM_DE_MEDICAMENT 3g 2 fois jour puis passer traitement fond 15 ch semaine les deux
3626;NOM_DE_MEDICAMENT entraine incidence ovulation conception bébé
3627;combien NOM_DE_MEDICAMENT comprimé boite NOM_DE_MEDICAMENT
3628;comment arrêter cérazette
3629;repri NOM_DE_MEDICAMENT aujourd hui apercois reperd sang retour couche
3630;enceinte 16 semaines NOM_DE_MEDICAMENT
3631;utilise habituellement anneau NOM_DE_MEDICAMENT pendant 3 semaines suivi pause semaine puis nouvel anneau cependant fait tombé terre pendant deuxième semaine comme sale préféré remettre neuf après quelques heures entre 3h 4h environ obligé garder nouvel anneau pendant 3 semaines puis enlever avant faire pause semaine avant bout 2 semaines seulement cet anneau
3632;commencant taritement gelules NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT medicaments contre douleurs dos fete famille bientot voudrais savoir si peut consommer NOM_DE_MEDICAMENT 2 composants si oui quelle proportion
3633;quelle alternative NOM_DE_MEDICAMENT contre les saignements vaginaux
3634;bonjour faite poser diu NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT quelques semaines premieres regles venues sans problemes NOM_DE_MEDICAMENT 28 jours comme hab longues 5 jours abondantes ni douloureuses attends NOM_DE_MEDICAMENT 4 jours retard flippe stresse va aider NOM_DE_MEDICAMENT les faire venir fait test grossesse negatif ouf sens fatiguee nauseuse douleurs pelviennes aiguilles entrejambe les jambes idees 28e jour date attendais rouges chouia spotting tres tres leger depuis peu pertes transparentes tout dois inquieter non merci beaucoup
3635;pourquoi prendre NOM_DE_MEDICAMENT
3636;cycléane 20
3637;prix NOM_DE_MEDICAMENT france
3638;1ere utilisation NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT partir qd protection sure
3639;possible cette prise massive NOM_DE_MEDICAMENT bousillé métabolisme
3640;aimerai savoir si NOM_DE_MEDICAMENT risque tomber enceinte prennant NOM_DE_MEDICAMENT
3641;NOM_DE_MEDICAMENT effets secondaires
3642;ds dernier mois grossesse dpa prevu 30 06 NOM_DE_MEDICAMENT parmi pris NOM_DE_MEDICAMENT pdt grossesse
3643;NOM_DE_MEDICAMENT peut causer retard règles
3644;thé vert compatible NOM_DE_MEDICAMENT
3645;arret NOM_DE_MEDICAMENT symptomes
3646;1 ampoule NOM_DE_MEDICAMENT 2 1 gellule azinc peux combiner 2 compléments alimentaire
3647;bonjour souffre troubles sommeil depuis environ 6 mois essayé nombreux médicaments base plantes rien NOM_DE_MEDICAMENT fonctionné médecin NOM_DE_MEDICAMENT prescrit NOM_DE_MEDICAMENT POSOLOGIE seulement très peur effets secondaires si affirme NOM_DE_MEDICAMENT émétophobe phobie vomi donc si médicament peut provoquer nausées tout autre effet secondaire aimerais être courant préparer qqn utilise NOM_DE_MEDICAMENT ressenti effet secondaire merci beaucoupp
3648;NOM_DE_MEDICAMENT spasmine
3649;combien faut prendre NOM_DE_MEDICAMENT POSOLOGIE jour
3650;prend pillule harmonet mois ci oublié prendre pillule donc pris les 2 meme temps retard 24h 2 pillules rapport protégé dois prendre pillule lendemain etre sure 100 enceinte
3651;asthme NOM_DE_MEDICAMENT stodal
3652;allo NOM_DE_MEDICAMENT installer sterilet NOM_DE_MEDICAMENT 14 mai dernier cest premiere jai beance col donc les risque expulsion plus grand chez majoriter autres femmes NOM_DE_MEDICAMENT mis sterilet durant regles alors debut coter saignement douleur nest vu difference apres 1 semaine 2 jours les saignement semble vouloir augmenter cest rouge clair jai crampes douleur tolerable ocntre cets quand meme desagrable cest normal toujours avoir saignement aussi abondant apres 1 semaine demi
3653;le NOM_DE_MEDICAMENT possible pendant grossesse
3654;NOM_DE_MEDICAMENT quoi sert NOM_DE_MEDICAMENT
3655;depuis toujours prend tetrazepan decontracturan cependant peux plus prendre car enceinte pourrais prendre NOM_DE_MEDICAMENT place
3656;peux utiliser NOM_DE_MEDICAMENT chez femme allaite
3657;NOM_DE_MEDICAMENT diabète
3658;gynéco vient prescrire pillule NOM_DE_MEDICAMENT gé après les 7 jours pauses plaquettes 21 comprimés dois reprendre plaquette 7ième 8ième jour
3659;antibiotiques NOM_DE_MEDICAMENT
3660;faut obtenir accord soin patiente handicapée avant prescrire dépakine si médecin NOM_DE_MEDICAMENT précisé non concernée ordonnance
3661;que conseilleriez phyto les fuites urinaires
3662;NOM_DE_MEDICAMENT kilos
3663;biceptine oeil grave
3664;NOM_DE_MEDICAMENT connaissez traitement
3665;fièvre jaune quel NOM_DE_MEDICAMENT
3666;NOM_DE_MEDICAMENT allergisant
3667;NOM_DE_MEDICAMENT quel fréquence dois prendre NOM_DE_MEDICAMENT
3668;quel mécanisme action NOM_DE_MEDICAMENT
3669;NOM_DE_MEDICAMENT grossesse dangereux
3670;devais reprendre plaquette oublié sensé prendre aujourd hui comme tous les jours comme ca faut procéder
3671;trop complique mais NOM_DE_MEDICAMENT garder
3672;oubli 6h mois dernier puis autre environ 2h sais tres bien depassé delai souhaite rassuré dois bien attendre 23 jours pr test pipi
3673;question NOM_DE_MEDICAMENT
3674;travaillez NOM_DE_MEDICAMENT
3675;peut être contre indication NOM_DE_MEDICAMENT contre hépatite NOM_DE_MEDICAMENT les gens chance faire alzheimer
3676;NOM_DE_MEDICAMENT ansm
3677;NOM_DE_MEDICAMENT conseil mettre patch
3678;NOM_DE_MEDICAMENT
3679;NOM_DE_MEDICAMENT sait
3680;j troubles intestinaux NOM_DE_MEDICAMENT normal
3681;quand donner procalmil NOM_DE_MEDICAMENT 600 POSOLOGIE
3682;jusque combien peut augmenter dose NOM_DE_MEDICAMENT
3683;prend NOM_DE_MEDICAMENT essaie diminuer depuis 3 4 semaines tremblements frissons depuis 10 jours nausées douleurs gasto intestinuax diarhhée comme gastro fait tels effets possibles
3684;le NOM_DE_MEDICAMENT aide mémorisation
3685;voudrai donc savoir si savez si protéines œufs importe trace œuf preséntent NOM_DE_MEDICAMENT hépatite NOM_DE_MEDICAMENT
3686;intéraction entre NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT
3687;ovarium folliculum progesteronum homéo
3688;diminution NOM_DE_MEDICAMENT augmentation apetit
3689;qu orgastoro
3690;NOM_DE_MEDICAMENT réchauffé toujours efficace plus risqué
3691;par quel autre labo cooper passez commander matières premières
3692;les antidépresseurs ils toxiques NOM_DE_MEDICAMENT
3693;NOM_DE_MEDICAMENT conception
3694;NOM_DE_MEDICAMENT quoi
3695;quels les noms vaccins contre méningite NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT plait
3696;prends NOM_DE_MEDICAMENT depuis peu plus mois logiquement cette pillule règles les pourtant fin 1ère plaquette là peine 1 semaine demi nouvelle perd nouveau sang normal
3697;NOM_DE_MEDICAMENT r o r 2 3 mois avant grossesse
3698;les chut
3699;quelle posologie recommandée NOM_DE_MEDICAMENT
3700;antidépresseurs NOM_DE_MEDICAMENT
3701;infarix tetra peut être fait pendant grossesse
3702;NOM_DE_MEDICAMENT
3703;vaccinée fin juin triple NOM_DE_MEDICAMENT médecin NOM_DE_MEDICAMENT dit repasser mois refaire vaccination oublié maintenant médecin vacances médecin traitant aussi grave vraiment nécessaire refaire NOM_DE_MEDICAMENT maintenant deux mois intervalle si fais mi septembre trop tard déjà trop tard refaire
3704;peut associer NOM_DE_MEDICAMENT iec
3705;passée sous NOM_DE_MEDICAMENT oublié 1 comprimé fin plaquette voulais savoir si normale moment pause 7 jours avoir pertes marrons règles
3706;vient prescrire pilule NOM_DE_MEDICAMENT partir quand protégée
3707;quand faut faire les rappels bcg
3708;prends NOM_DE_MEDICAMENT POSOLOGIE decider ranchainé avoir regle ms voila NOM_DE_MEDICAMENT donné NOM_DE_MEDICAMENT gé puis enchainé deux plaquette pilule differente
3709;le NOM_DE_MEDICAMENT tératogène
3710;souffres trouble anxieux important crise angoisse dépression insomnie sentiment culpabilité peur nuire autres pensées obsessionnelles NOM_DE_MEDICAMENT prescrit neuroléptique seroquel 100 POSOLOGIE prise poids effet secondaire
3711;bonsoir prend pilule NOM_DE_MEDICAMENT aujourd hui finis plaquette jour avance jeudi donc lieu vendredi rendue compte hier pris inadvertence deux fois pilule deux heures temps donc peu perdue faire jour manque comment reprendre normalement nouvelle plaquette celà va décaler cycle remercie avance réponses car première fois retrouve cette situation sais trop quoi faire elfa
3712;existe dosage taux plasmatique NOM_DE_MEDICAMENT
3713;revaccination NOM_DE_MEDICAMENT 1 an après 3ème inject
3714;quelques questions pillule NOM_DE_MEDICAMENT risque NOM_DE_MEDICAMENT oubli moins 12h lorsqu NOM_DE_MEDICAMENT oubli plus 12h semaine 3 ça change quelque chose faire pause 1 2 jours bien 6 7 jours dire les risques inexistants rapports non protégés après oubli les semaines 2 3
3715;NOM_DE_MEDICAMENT 50 fait grossir
3716;hyterectomie NOM_DE_MEDICAMENT 1 an sueurs nocturnes réveille moins 2 fois nuit pris ths tout suite seulement sojayam maca sans trop résultats décidée ths donc gynéco NOM_DE_MEDICAMENT prescit NOM_DE_MEDICAMENT POSOLOGIE pense ça convientpas fourmillement les membres tout arreté quelqu NOM_DE_MEDICAMENT problème
3717;arreté NOM_DE_MEDICAMENT matin plusieurs saignements nez jsais effets secondaires voulais savoir durée
3718;alternative NOM_DE_MEDICAMENT cause prode poids
3719;NOM_DE_MEDICAMENT bloque ovulation
3720;j peur prendre semaglutide car attends avoir beaucoup effets tels céphalées tremblements cas
3721;NOM_DE_MEDICAMENT fait pousser les poils
3722;puis conduire si prends NOM_DE_MEDICAMENT
3723;sous NOM_DE_MEDICAMENT 35 depuis 7ans souhaiterais changer pilule aimerais avoir les témoignages filles arrêtée poussée acné après arrêt NOM_DE_MEDICAMENT parmi aucun pb mettre fin cette contraception là
3724;toujours gros problème endormir dois prendre lexomyl tous les soirs
3725;mon amie NOM_DE_MEDICAMENT arrêté NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT environ 15 jours depuis tout simplement impossible vivre arrêt
3726;voulais savoir si faite repenne NOM_DE_MEDICAMENT bloquant NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT soprolol POSOLOGIE pouvait nuir bébé durant grossesse
3727;acheté capsules NOM_DE_MEDICAMENT chez biovéa découvert flacon morceau sorte coton quoi cela sert
3728;bout combien heure effet anti inflammatoire nuroflash arrête
3729;puis trouver traitement iloprost officine
3730;pénicilline séroquel
3731;ma fille sous NOM_DE_MEDICAMENT chaque fois NOM_DE_MEDICAMENT dose NOM_DE_MEDICAMENT fait journée fièvre alentour 38 5 normal
3732;quelle pilule générique moins cher
3733;quelle dose habituelle NOM_DE_MEDICAMENT les syndromes parkinsoniens neuroleptiques
3734;j prescription ménopur 337 5 ui jour pendant 14jours normal
3735;quelles les effets secondaires NOM_DE_MEDICAMENT
3736;quel mécanisme action NOM_DE_MEDICAMENT
3737;diu NOM_DE_MEDICAMENT règles abondantes
3738;est NOM_DE_MEDICAMENT entraîne saignements
3739;quel médicament prendre les cicatrices dues boutons
3740;est possible utiliser NOM_DE_MEDICAMENT essentielle cyste chez femme allaite vergetures
3741;la codéine NOM_DE_MEDICAMENT impact négatif capacité respiratoire
3742;possible prendre NOM_DE_MEDICAMENT meme temps NOM_DE_MEDICAMENT
3743;NOM_DE_MEDICAMENT daphalgan complex magnésium NOM_DE_MEDICAMENT médicament contre grippe intestinal médicamment contre les bronchites fait vomissements
3744;NOM_DE_MEDICAMENT démangeaisons urticaire
3745;NOM_DE_MEDICAMENT depuis 3 4 semaines effets bizarre
3746;peut cumuler NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT
3747;psy NOM_DE_MEDICAMENT retiré les benzodiazepines les NOM_DE_MEDICAMENT remplacés NOM_DE_MEDICAMENT 40 POSOLOGIE raison 10 NOM_DE_MEDICAMENT 4 NOM_DE_MEDICAMENT jour très mal douleurs poitrine sensations chute tremblements perte équilibre arythmie dépersonnalisation ils servrage
3748;fortimel extra traite anorexie
3749;bon voilà ça fait trois mois sous antidép NOM_DE_MEDICAMENT ça réussit assez bien remarque souvent nuit cauchemarde rêves toujours très sanglants lol ça finit toujours atteindre paroxysme horreur duquel peux souvent rappeler couteaux crimes viols sang torture gros demandais si ça pouvait être dû antidépresseur fait car inscrit notice NOM_DE_MEDICAMENT bien effets secondaires cauchemars bref plus très bizarrement rêves particulièrement angoissants réveille choquée contraire parfois impression plus horrible nuit plus journée bien comme si plus rêvais plus bien truc genre voilà donc quelle expérience antidepresseurs sommeil déprime fait cauchemarder antidépresseur peut aussi faire cauchemarder tout ça parait très étrange sais bizarre comme sensation
3750;amie NOM_DE_MEDICAMENT pris vingtaine NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT ete retrouve matin coma risque
3751;traitement vortex POSOLOGIE
3752;NOM_DE_MEDICAMENT deux jours appliqué peu plus raison produit NOM_DE_MEDICAMENT bailleul depuis plaques petits boutons blancs apparuent autour nez menton front pourriez éclaircir sujet
3753;existe NOM_DE_MEDICAMENT contre les oreillons seuls
3754;bonjour actuellement suivis dépression NOM_DE_MEDICAMENT prescrit NOM_DE_MEDICAMENT aimerais entrer contact gens connaissent médicament prenne plus redoute jour va faire arreter dur sevrer merci avance
3755;NOM_DE_MEDICAMENT peut provoquer hta
3756;peut prendre paroxétine pendant grossesse
3757;comment pourrais procurer NOM_DE_MEDICAMENT sans ordonnance
3758;pilule NOM_DE_MEDICAMENT efficace quand
3759;NOM_DE_MEDICAMENT remboursé
3760;NOM_DE_MEDICAMENT
3761;sous NOM_DE_MEDICAMENT continue depuis quelques années voudrais savoir comment dois prendre éviter prochaines règles
3762;azinc permett traiter chute cheveux
3763;NOM_DE_MEDICAMENT stimuler pousse barbe
3764;sous NOM_DE_MEDICAMENT depuis semaine fais insomnies toutes les nuits cela arrivé
3765;je enceinte homéopathe prescrit teintures mère NOM_DE_MEDICAMENT ribes nigrum 1 dh compatible
3766;les préservatifs polyisoprène peuvent ils être utilisés NOM_DE_MEDICAMENT
3767;voila prends cycléane comme pilule depuis trois semaine première pilule depuis deux jours démangeaisons vaginales ça peut être lié pilule entre NOM_DE_MEDICAMENT déjà souci cette pilule merci réponses
3768;NOM_DE_MEDICAMENT quelle classe médicamenteuse appartient NOM_DE_MEDICAMENT
3769;NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT
3770;NOM_DE_MEDICAMENT matin soir
3771;je tremble souvent depuis prend antidépresseurs y NOM_DE_MEDICAMENT moyen trembler
3772;effets secondaires NOM_DE_MEDICAMENT
3773;décalé prise NOM_DE_MEDICAMENT gé ça pose problème
3774;peut prendre gelsémium vie
3775;j ordonnance NOM_DE_MEDICAMENT iv 15 jours déjà 3e cure NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT alternance NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT 500 NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT alternance NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT altérnance hepatoclem NOM_DE_MEDICAMENT indiqué maladie lyme
3776;NOM_DE_MEDICAMENT 9ch fièvre
3777;quel risque faire crise epilepsie sous NOM_DE_MEDICAMENT
3778;2eme mois grossesse gyne NOM_DE_MEDICAMENT prescrit synecod notice mis utiliser pdt grossesse surtt les 3 1ers mois dois prendre qd meme
3779;quelle titration recommandée NOM_DE_MEDICAMENT
3780;NOM_DE_MEDICAMENT anxiété génralisée
3781;prend mélodia depuis 15 jours 1ere fois prend pilule prend pa NOM_DE_MEDICAMENT heures fixes sui bien protégé quand meme
3782;NOM_DE_MEDICAMENT quelle dose quelle fréquence chez bébé
3783;quel pilulles donnent migraine
3784;après traitement NOM_DE_MEDICAMENT apparus poils cou aimerais savoir existe traitements solutions les faire disparaitre
3785;NOM_DE_MEDICAMENT quand efficace
3786;vaccins adjuvants effet secondaire foetus
3787;gyneco NOM_DE_MEDICAMENT prescrit NOM_DE_MEDICAMENT apres accouchement car allaitais arreté allaitement toujours regles voudrais savoir si normal
3788;sous miness mois dernier commencé plaquette deux jours trois avance règles durent plus logntemps prévu que faire
3789;est vendez pilule chatte chez biocanina clement thékan bien listée
3790;prend NOM_DE_MEDICAMENT POSOLOGIE remarqué chaque fois prend soir malade lendemain matin nausé effet secondaire banal important probleme
3791;NOM_DE_MEDICAMENT médecin souhaite prescrire NOM_DE_MEDICAMENT chez jeune fille allergique oeufs dangereux
3792;mélodia vraiment efficace 1ermois
3793;j traité auparavant injections NOM_DE_MEDICAMENT récemment médecin prescrit tujeo comment dois utiliser
3794;mal dos NOM_DE_MEDICAMENT
3795;passer NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT
3796;prend NOM_DE_MEDICAMENT 1 10 POSOLOGIE depuis prend traitement malade moment régles seule NOM_DE_MEDICAMENT connaître ça
3797;générique moneva effets indésirables
3798;NOM_DE_MEDICAMENT prise poids
3799;peut prescrire NOM_DE_MEDICAMENT nourrisson toute grossesse alors NOM_DE_MEDICAMENT acétylsalicylique contre indiqué delà 24 semaines
3800;peut prescrire NOM_DE_MEDICAMENT chez femme enceinte
3801;NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT enfant 25 mois
3802;NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT crise athme
3803;est posologie NOM_DE_MEDICAMENT 2 cp 3 fois jour seule journée chez homme indiquée
3804;arrete brutalement NOM_DE_MEDICAMENT semaine apres vertiges tension allonge 12 7 tension debout 9 NOM_DE_MEDICAMENT
3805;NOM_DE_MEDICAMENT primpera NOM_DE_MEDICAMENT etc les risques
3806;connait phaeva NOM_DE_MEDICAMENT convient plus
3807;peux manger macaron chocolat NOM_DE_MEDICAMENT
3808;quels effets secondaires NOM_DE_MEDICAMENT
3809;actuellement sous NOM_DE_MEDICAMENT 21 comprimés entre 2 plaquettes laissé 6 jours lieu 7 dois continuer plaquette dois retarder plaquette quelques jours laisser intervalle plus 9 jours lieu 7 afin reprendre rythme normal
3810;pouvez dire si prendre kardégic 160 peu lait aussi éfficace pre dre NOM_DE_MEDICAMENT
3811;est ca va
3812;toujours syndrôme prémenstruel NOM_DE_MEDICAMENT
3813;une colite pseudomembraneuse peut survenir lors traitement NOM_DE_MEDICAMENT
3814;médecin NOM_DE_MEDICAMENT mis sous théralène insomnie chronique essayé plusieurs somnifère ça NOM_DE_MEDICAMENT echec NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT mepronizine allé voir les sujets parlaient théralène lu plupart gens prennent entre 10 20gouttes NOM_DE_MEDICAMENT préscrit 50 NOM_DE_MEDICAMENT prendre soir ça fait rien normal faut attendre plusieurs jours ça marche merci réponses
3815;NOM_DE_MEDICAMENT soleil
3816;une pharmacienne reçoit prescription NOM_DE_MEDICAMENT crème femme allaite souhaite savoir NOM_DE_MEDICAMENT risques allaitement
3817;une préparatrice souhaite savoir si les comprimés NOM_DE_MEDICAMENT krka POSOLOGIE lm sécables
3818;bb NOM_DE_MEDICAMENT 14 mois depuis matin NOM_DE_MEDICAMENT nez coule régulièrement NOM_DE_MEDICAMENT les yeux peu rouge éternue plus habitude tousse peu aussi souhaiterions soulager homéopathie vers quelles granules tourner
3819;passage patch NOM_DE_MEDICAMENT 7 jours pause rapport risque grossess
3820;le stérilet NOM_DE_MEDICAMENT dangereux santé
3821;NOM_DE_MEDICAMENT pharmacien souhaite connaître les données stabilité NOM_DE_MEDICAMENT pfizer POSOLOGIE
3822;fait injections dt polio 81 82 83 88 93 fait rappel 98 donc rapport dix ans retard 3 ans fait injection aujourd hui dû retard dois refaire 3 injections départ
3823;comment passer NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT
3824;ladycomp mode emploi
3825;quels les effets NOM_DE_MEDICAMENT dégonflement gaz etc
3826;NOM_DE_MEDICAMENT quelles effets secondaires
3827;est quelqu associé comportements agressifs colériques prise NOM_DE_MEDICAMENT
3828;peut prendre NOM_DE_MEDICAMENT pendant grossesse
3829;quand prendre les gélules NOM_DE_MEDICAMENT rapport repas
3830;oubli pilule NOM_DE_MEDICAMENT dois faire quoi
3831;NOM_DE_MEDICAMENT fait grossir
3832;generique NOM_DE_MEDICAMENT
3833;sous NOM_DE_MEDICAMENT 0 4 médicament rupture savez quoi peut être remplacé sachant enceinte
3834;bébé 10 mois souffre rgo manque motricité système digestif NOM_DE_MEDICAMENT mal évacuer rots surtout nuit après tétée pourrais donner aider les évacuer
3835;aimerai savoir combien jours semaines après baisse dosage faut assurer sevrage bien passé sans rechute ulterieure comme dit cela fait près mois demi passé POSOLOGIE POSOLOGIE NOM_DE_MEDICAMENT tiré affaire
3836;combien poids perd xénical
3837;peut encore vendre NOM_DE_MEDICAMENT methylene
3838;NOM_DE_MEDICAMENT grossesse
3839;NOM_DE_MEDICAMENT plus vierge
3840;NOM_DE_MEDICAMENT traite depression
3841;existe contre indications spiruline flamant vert
3842;je prend pilule mercilon depuis 3 mois quand doit reprendre autre plaquette
3843;NOM_DE_MEDICAMENT contre acné
3844;que faire cas allergie mébéverine
3845;quelqu NOM_DE_MEDICAMENT déjà réussi sevrer NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT plus simplement NOM_DE_MEDICAMENT sachant les douleurs lombaires paracétamol parfois suffisant pourrait remplacer médicament pendant sevrage comment faire arreter coup diminuer parler cette pharmacodépendance faudrait aller voir psychiatre addictologue
3846;NOM_DE_MEDICAMENT quelle posologie prendre NOM_DE_MEDICAMENT
3847;voudrais acheter ovules spermicides connais jamais utilisées connaissez nom certaines
3848;sous anti coagulants NOM_DE_MEDICAMENT depuis plusieurs années dois faire opérer cataracte quelques jours faut arreter traitement
3849;en combien temps NOM_DE_MEDICAMENT fait effet
3850;copine ami prend cette pillule seulement règles supprimées subit attroces douleurs bas ventre plus pertes sang plutot irrégulièrement copain subit donc désagréments ose parler dis prend cette pillule parce rien autre convient très sujette douleurs menstruelle pré menstruelle si quelqu connais cette pillule prend autre aimerais savoir peu plus quels cas cette pillule prescrite NOM_DE_MEDICAMENT solutions genre problèmes remercie avance
3851;quel bilan sanguin sous NOM_DE_MEDICAMENT
3852;prends mélodia taux cholestérol trop élevé gygy NOM_DE_MEDICAMENT dit fallait change contraception que choisir place
3853;pris 4 clozan NOM_DE_MEDICAMENT suite e quelle quantite maximale
3854;fille NOM_DE_MEDICAMENT 2mois aujourd hui NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT bcg aimé avoir si va avoir fiévre les jours avenir
3855;NOM_DE_MEDICAMENT vécu vivent grossesse NOM_DE_MEDICAMENT
3856;est valdonxan antidépresseur récent
3857;connait phaeva NOM_DE_MEDICAMENT convient plus
3858;savez si prise extraits pépins pamplemousse déconseillé produits homéopathiques
3859;quelle exactement demi vie NOM_DE_MEDICAMENT POSOLOGIE
3860;souhaiterais savoir les effets NOM_DE_MEDICAMENT amara gelsenium 9ch
3861;aimerais avoir info nova NOM_DE_MEDICAMENT souci
3862;NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT bouche sèche
3863;depuis quand trouve NOM_DE_MEDICAMENT france
3864;peut délivrer 10 boîtes NOM_DE_MEDICAMENT POSOLOGIE usage professionnel prescription vétérinaire
3865;NOM_DE_MEDICAMENT partir combien cigarettes jour prise NOM_DE_MEDICAMENT pourrait être dangereuse
3866;voulais savoir si peux donner NOM_DE_MEDICAMENT vomica bébé 2 mois colliques
3867;quels effets secondaires NOM_DE_MEDICAMENT
3868;consomme strepsil NOM_DE_MEDICAMENT quelles molécules annulent pilule
3869;suppo weled 354 dedans NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT met NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT rad NOM_DE_MEDICAMENT gelsenium semp NOM_DE_MEDICAMENT quoi ça sert
